player_name,season,player_dob,dob_display,forename,surname,pl_index
Peter Farrell,1958/59,1922-08-16,,Peter,Farrell,"Farrell, Peter"
Peter Farrell,1959/60,1922-08-16,,Peter,Farrell,"Farrell, Peter"
Syd Farrimond,1970/71,1940-07-17,,Syd,Farrimond,"Farrimond, Syd"
Syd Farrimond,1971/72,1940-07-17,,Syd,Farrimond,"Farrimond, Syd"
Syd Farrimond,1972/73,1940-07-17,,Syd,Farrimond,"Farrimond, Syd"
Syd Farrimond,1973/74,1940-07-17,,Syd,Farrimond,"Farrimond, Syd"
Liam Feeney,2020/21,1987-01-21,,Liam,Feeney,"Feeney, Liam"
Liam Feeney,2021/22,1987-01-21,,Liam,Feeney,"Feeney, Liam"
Morgan Feeney,2019/20,1999-02-08,,Morgan,Feeney,"Feeney, Morgan"
Shamir Fenelon,2014/15,1994-08-03,,Shamir,Fenelon,"Fenelon, Shamir"
Scott Fenwick,2015/16,1990-04-09,,Scott,Fenwick,"Fenwick, Scott"
Mark Ferguson,1981/82,1960-11-06,,Mark,Ferguson,"Ferguson, Mark"
Mark Ferguson,1982/83,1960-11-06,,Mark,Ferguson,"Ferguson, Mark"
Mark Ferguson,1983/84,1960-11-06,,Mark,Ferguson,"Ferguson, Mark"
Mark Ferguson,1984/85,1960-11-06,,Mark,Ferguson,"Ferguson, Mark"
Morgan Ferrier,2019/20,1994-11-15,,Morgan,Ferrier,"Ferrier, Morgan"
Morgan Ferrier,2020/21,1994-11-15,,Morgan,Ferrier,"Ferrier, Morgan"
Ian Feuer,2002/03,1971-05-20,,Ian,Feuer,"Feuer, Ian"
Pat Finlay,1961/62,1938-03-18,,Pat,Finlay,"Finlay, Pat"
Sam Finley,2024/25,1992-08-04,,Sam,Finley,"Finley, Sam"
Sam Finley,2025/26,1992-08-04,,Sam,Finley,"Finley, Sam"
Ken Finney,1957/58,1929-03-10,,Ken,Finney,"Finney, Ken"
Ken Finney,1958/59,1929-03-10,,Ken,Finney,"Finney, Ken"
Ken Finney,1959/60,1929-03-10,,Ken,Finney,"Finney, Ken"
Ken Finney,1960/61,1929-03-10,,Ken,Finney,"Finney, Ken"
Ken Finney,1961/62,1929-03-10,,Ken,Finney,"Finney, Ken"
Ken Finney,1962/63,1929-03-10,,Ken,Finney,"Finney, Ken"
Bert Fishwick,1930/31,,Q1 1899,Bert,Fishwick,"Fishwick, Bert"
Bert Fishwick,1931/32,,Q1 1899,Bert,Fishwick,"Fishwick, Bert"
Bert Fishwick,1932/33,,Q1 1899,Bert,Fishwick,"Fishwick, Bert"
Bert Fishwick,1933/34,,Q1 1899,Bert,Fishwick,"Fishwick, Bert"
Jack Flanagan,1926/27,,Q1 1902,Jack,Flanagan,"Flanagan, Jack"
Jack Flanagan,1927/28,,Q1 1902,Jack,Flanagan,"Flanagan, Jack"
Jack Flanagan,1928/29,,Q1 1902,Jack,Flanagan,"Flanagan, Jack"
Jack Fleming,2016/17,1999-01-10,,Jack,Fleming,"Fleming, Jack"
Mike Fleming,1953/54,1928-02-23,,Mike,Fleming,"Fleming, Mike"
Mike Fleming,1954/55,1928-02-23,,Mike,Fleming,"Fleming, Mike"
Mike Fleming,1955/56,1928-02-23,,Mike,Fleming,"Fleming, Mike"
Mike Fleming,1956/57,1928-02-23,,Mike,Fleming,"Fleming, Mike"
Mike Fleming,1957/58,1928-02-23,,Mike,Fleming,"Fleming, Mike"
Eddie Flood,1972/73,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1973/74,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1974/75,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1975/76,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1976/77,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1977/78,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1978/79,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1979/80,1952-11-19,,Eddie,Flood,"Flood, Eddie"
Eddie Flood,1980/81,1952-11-19,,Eddie,Flood,"Flood, Eddie"
George Flowers,1937/38,1907-05-07,,George,Flowers,"Flowers, George"
George Flowers,1938/39,1907-05-07,,George,Flowers,"Flowers, George"
Sean Flynn,2000/01,1968-03-13,,Sean,Flynn,"Flynn, Sean"
Sean Flynn,2001/02,1968-03-13,,Sean,Flynn,"Flynn, Sean"
Billy Fogg,1924/25,1903-03-09,,Billy,Fogg,"Fogg, Billy"
Billy Fogg,1925/26,1903-03-09,,Billy,Fogg,"Fogg, Billy"
Sam Foley,2021/22,1986-10-17,,Sam,Foley,"Foley, Sam"
Owain Fon Williams,2011/12,1987-03-17,,Owain,Fon Williams,"Fon Williams, Owain"
Owain Fon Williams,2012/13,1987-03-17,,Owain,Fon Williams,"Fon Williams, Owain"
Owain Fon Williams,2013/14,1987-03-17,,Owain,Fon Williams,"Fon Williams, Owain"
Owain Fon Williams,2014/15,1987-03-17,,Owain,Fon Williams,"Fon Williams, Owain"
John Ford,1921/22,,Unknown,John,Ford,"Ford, John"
Allen Forshaw,1921/22,,Unknown,Allen,Forshaw,"Forshaw, Allen"
Arthur Forshaw,1932/33,,Q3 1913,Arthur,Forshaw,"Forshaw, Arthur"
Stephen Foster,2013/14,1980-09-18,,Stephen,Foster,"Foster, Stephen"
William Foster,1936/37,,Unknown,William,Foster,"Foster, William"
Stephen Frail,1997/98,1969-08-10,,Stephen,Frail,"Frail, Stephen"
Stephen Frail,1998/99,1969-08-10,,Stephen,Frail,"Frail, Stephen"
Stephen Frail,1999/00,1969-08-10,,Stephen,Frail,"Frail, Stephen"
Simon Francis,2005/06,1985-02-16,,Simon,Francis,"Francis, Simon"
Nathan Fraser,1938/39,1913-04-16,,Nathan,Fraser,"Fraser, Nathan"
Ryan Fraughan,2009/10,1991-02-11,,Ryan,Fraughan,"Fraughan, Ryan"
Ryan Fraughan,2010/11,1991-02-11,,Ryan,Fraughan,"Fraughan, Ryan"
David Frith,1958/59,1929-03-17,,David,Frith,"Frith, David"
David Frith,1959/60,1929-03-17,,David,Frith,"Frith, David"
David Frith,1960/61,1929-03-17,,David,Frith,"Frith, David"
David Frith,1961/62,1929-03-17,,David,Frith,"Frith, David"
David Frith,1962/63,1929-03-17,,David,Frith,"Frith, David"
Winston Frost,1936/37,,Q2 1911,Winston,Frost,"Frost, Winston"
John Frye,1961/62,1933-07-27,,John,Frye,"Frye, John"
David Fulton,1921/22,1895-10-16,,David,Fulton,"Fulton, David"
Dan Gardner,2014/15,1990-04-05,,Dan,Gardner,"Gardner, Dan"
Shaun Garnett,1987/88,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1989/90,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1990/91,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1991/92,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1992/93,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1993/94,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1994/95,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Shaun Garnett,1995/96,1969-11-22,,Shaun,Garnett,"Garnett, Shaun"
Jake Garrett,2024/25,2003-03-10,,Jake,Garrett,"Garrett, Jake"
Alec Gaskell,1957/58,1932-07-30,,Alec,Gaskell,"Gaskell, Alec"
Shamal George,2018/19,1998-01-06,,Shamal,George,"George, Shamal"
Ben Gibson,2012/13,1993-01-15,,Ben,Gibson,"Gibson, Ben"
Neil Gibson,1998/99,1979-10-10,,Neil,Gibson,"Gibson, Neil"
William Gibson,1951/52,1926-09-17,,William,Gibson,"Gibson, William"
William Gibson,1952/53,1926-09-17,,William,Gibson,"Gibson, William"
William Gibson,1953/54,1926-09-17,,William,Gibson,"Gibson, William"
Francis Gill,1922/23,,Q1 1897,Francis,Gill,"Gill, Francis"
Frank Gill,1968/69,1948-12-05,,Frank,Gill,"Gill, Frank"
Frank Gill,1969/70,1948-12-05,,Frank,Gill,"Gill, Frank"
Frank Gill,1970/71,1948-12-05,,Frank,Gill,"Gill, Frank"
Matt Gill,2014/15,1980-11-08,,Matt,Gill,"Gill, Matt"
Wayne Gill,2000/01,1975-11-28,,Wayne,Gill,"Gill, Wayne"
Harvey Gilmour,2018/19,1998-12-15,,Harvey,Gilmour,"Gilmour, Harvey"
Harvey Gilmour,2019/20,1998-12-15,,Harvey,Gilmour,"Gilmour, Harvey"
Josh Ginnelly,2017/18,1997-03-24,,Josh,Ginnelly,"Ginnelly, Josh"
William Glasper,1933/34,,Q4 1910,William,Glasper,"Glasper, William"
William Glasper,1934/35,,Q4 1910,William,Glasper,"Glasper, William"
Paul Glatzel,2021/22,2001-02-20,,Paul,Glatzel,"Glatzel, Paul"
Paul Glatzel,2022/23,2001-02-20,,Paul,Glatzel,"Glatzel, Paul"
Chris Glennon,1970/71,1949-10-29,,Chris,Glennon,"Glennon, Chris"
Armand Gnanduillet,2014/15,1992-02-13,,Armand,Gnanduillet,"Gnanduillet, Armand"
Verdi Godwin,1956/57,1926-02-11,,Verdi,Godwin,"Godwin, Verdi"
Roman Golobart,2012/13,1992-03-21,,Roman,Golobart,"Golobart, Roman"
John Good,1955/56,1933-01-29,,John,Good,"Good, John"
Ian Goodison,2003/04,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2004/05,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2005/06,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2006/07,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2007/08,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2008/09,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2009/10,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2010/11,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2011/12,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2012/13,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ian Goodison,2013/14,1972-11-21,,Ian,Goodison,"Goodison, Ian"
Ronnie Goodlass,1983/84,1953-09-06,,Ronnie,Goodlass,"Goodlass, Ronnie"
Ronnie Goodlass,1984/85,1953-09-06,,Ronnie,Goodlass,"Goodlass, Ronnie"
Ben Gordon,2009/10,1991-03-02,,Ben,Gordon,"Gordon, Ben"
Terry Gornell,2008/09,1989-12-16,,Terry,Gornell,"Gornell, Terry"
Terry Gornell,2009/10,1989-12-16,,Terry,Gornell,"Gornell, Terry"
Terry Gornell,2010/11,1989-12-16,,Terry,Gornell,"Gornell, Terry"
Andy Gorton,1987/88,1966-09-23,,Andy,Gorton,"Gorton, Andy"
Harry Gould,1946/47,1925-01-05,,Harry,Gould,"Gould, Harry"
Harry Gould,1948/49,1925-01-05,,Harry,Gould,"Gould, Harry"
Bobby Graham,1972/73,1944-11-22,,Bobby,Graham,"Graham, Bobby"
John Grainger,1921/22,,~1896,John,Grainger,"Grainger, John"
Jermaine Grandison,2010/11,1990-12-05,,Jermaine,Grandison,"Grandison, Jermaine"
Tony Grant,1999/00,1974-11-14,,Tony,Grant,"Grant, Tony"
Albert Gray,1931/32,1900-09-23,,Albert,Gray,"Gray, Albert"
Albert Gray,1932/33,1900-09-23,,Albert,Gray,"Gray, Albert"
Albert Gray,1933/34,1900-09-23,,Albert,Gray,"Gray, Albert"
Albert Gray,1934/35,1900-09-23,,Albert,Gray,"Gray, Albert"
Albert Gray,1935/36,1900-09-23,,Albert,Gray,"Gray, Albert"
Kevin Gray,2002/03,1972-01-07,,Kevin,Gray,"Gray, Kevin"
Kevin Gray,2003/04,1972-01-07,,Kevin,Gray,"Gray, Kevin"
Robert Gray,1927/28,1903-10-07,,Robert,Gray,"Gray, Robert"
Robert Gray,1928/29,1903-10-07,,Robert,Gray,"Gray, Robert"
Devarn Green,2017/18,1996-08-26,,Devarn,Green,"Green, Devarn"
George Green,2014/15,1996-01-02,,George,Green,"Green, George"
Johnny Green,1958/59,1939-05-22,,Johnny,Green,"Green, Johnny"
Chris Greenacre,2005/06,1977-12-23,,Chris,Greenacre,"Greenacre, Chris"
Chris Greenacre,2006/07,1977-12-23,,Chris,Greenacre,"Greenacre, Chris"
Chris Greenacre,2007/08,1977-12-23,,Chris,Greenacre,"Greenacre, Chris"
Chris Greenacre,2008/09,1977-12-23,,Chris,Greenacre,"Greenacre, Chris"
Roy Greenwood,1983/84,1952-09-26,,Roy,Greenwood,"Greenwood, Roy"
Darrell Grierson,1986/87,1968-10-30,,Darrell,Grierson,"Grierson, Darrell"
Clive Griffiths,1975/76,1955-01-22,,Clive,Griffiths,"Griffiths, Clive"
Clive Griffiths,1976/77,1955-01-22,,Clive,Griffiths,"Griffiths, Clive"
David Griffiths,1969/70,1951-05-25,,David,Griffiths,"Griffiths, David"
Ian Griffiths,1978/79,1960-04-17,,Ian,Griffiths,"Griffiths, Ian"
Ian Griffiths,1979/80,1960-04-17,,Ian,Griffiths,"Griffiths, Ian"
Ian Griffiths,1980/81,1960-04-17,,Ian,Griffiths,"Griffiths, Ian"
Ian Griffiths,1981/82,1960-04-17,,Ian,Griffiths,"Griffiths, Ian"
Ian Griffiths,1982/83,1960-04-17,,Ian,Griffiths,"Griffiths, Ian"
Joe Griffiths,1924/25,,~1892,Joe,Griffiths,"Griffiths, Joe"
John Griffiths,1936/37,1916-06-30,,John,Griffiths,"Griffiths, John"
John Griffiths,1937/38,1916-06-30,,John,Griffiths,"Griffiths, John"
John Griffiths,1938/39,1916-06-30,,John,Griffiths,"Griffiths, John"
Fred Groves,1921/22,1892-05-06,,Fred,Groves,"Groves, Fred"
Ralph Gubbins,1960/61,1932-01-31,,Ralph,Gubbins,"Gubbins, Ralph"
Ralph Gubbins,1961/62,1932-01-31,,Ralph,Gubbins,"Gubbins, Ralph"
Ralph Gubbins,1962/63,1932-01-31,,Ralph,Gubbins,"Gubbins, Ralph"
Ralph Gubbins,1963/64,1932-01-31,,Ralph,Gubbins,"Gubbins, Ralph"
Peter Gulacsi,2009/10,1990-05-06,,Peter,Gulacsi,"Gulacsi, Peter"
Peter Gulacsi,2010/11,1990-05-06,,Peter,Gulacsi,"Gulacsi, Peter"
Evan Gumbs,2014/15,1997-07-21,,Evan,Gumbs,"Gumbs, Evan"
Evan Gumbs,2016/17,1997-07-21,,Evan,Gumbs,"Gumbs, Evan"
Evan Gumbs,2017/18,1997-07-21,,Evan,Gumbs,"Gumbs, Evan"
Evan Gumbs,2018/19,1997-07-21,,Evan,Gumbs,"Gumbs, Evan"
Gavin Gunning,2009/10,1991-01-26,,Gavin,Gunning,"Gunning, Gavin"
Phil Gwatkin,1956/57,1929-08-05,,Phil,Gwatkin,"Gwatkin, Phil"
Alf Hagan,1926/27,1893-11-11,,Alf,Hagan,"Hagan, Alf"
Paul Hall,2003/04,1972-07-03,,Paul,Hall,"Hall, Paul"
Paul Hall,2004/05,1972-07-03,,Paul,Hall,"Hall, Paul"
Tony Hall,1987/88,1969-01-17,,Tony,Hall,"Hall, Tony"
Fred Halstead,1922/23,,Q4 1896,Fred,Halstead,"Halstead, Fred"
Fred Halstead,1923/24,,Q4 1896,Fred,Halstead,"Halstead, Fred"
Fred Halstead,1924/25,,Q4 1896,Fred,Halstead,"Halstead, Fred"
Bryan Hamilton,1980/81,1946-12-21,,Bryan,Hamilton,"Hamilton, Bryan"
Bryan Hamilton,1981/82,1946-12-21,,Bryan,Hamilton,"Hamilton, Bryan"
Bryan Hamilton,1982/83,1946-12-21,,Bryan,Hamilton,"Hamilton, Bryan"
Bryan Hamilton,1983/84,1946-12-21,,Bryan,Hamilton,"Hamilton, Bryan"
Bryan Hamilton,1984/85,1946-12-21,,Bryan,Hamilton,"Hamilton, Bryan"
Des Hamilton,2000/01,1976-08-15,,Des,Hamilton,"Hamilton, Des"
Duke Hamilton,1937/38,1906-03-27,,Duke,Hamilton,"Hamilton, Duke"
Duke Hamilton,1938/39,1906-03-27,,Duke,Hamilton,"Hamilton, Duke"
Des Harlock,1946/47,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1947/48,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1948/49,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1949/50,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1950/51,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1952/53,1922-12-20,,Des,Harlock,"Harlock, Des"
Des Harlock,1953/54,1922-12-20,,Des,Harlock,"Harlock, Des"
Albert Harris,1957/58,1931-11-21,,Albert,Harris,"Harris, Albert"
Albert Harris,1958/59,1931-11-21,,Albert,Harris,"Harris, Albert"
Albert Harris,1959/60,1931-11-21,,Albert,Harris,"Harris, Albert"
Jay Harris,2015/16,1987-04-15,,Jay,Harris,"Harris, Jay"
Jay Harris,2016/17,1987-04-15,,Jay,Harris,"Harris, Jay"
Jay Harris,2017/18,1987-04-15,,Jay,Harris,"Harris, Jay"
Jay Harris,2018/19,1987-04-15,,Jay,Harris,"Harris, Jay"
Jimmy Harris,1966/67,1933-08-18,,Jimmy,Harris,"Harris, Jimmy"
Taylan Harris,2025/26,2005-10-30,,Taylan,Harris,"Harris, Taylan"
Danny Harrison,2001/02,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2002/03,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2003/04,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2004/05,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2005/06,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2006/07,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Danny Harrison,2012/13,1982-11-04,,Danny,Harrison,"Harrison, Danny"
Bobby Harrop,1959/60,1936-08-25,,Bobby,Harrop,"Harrop, Bobby"
Bobby Harrop,1960/61,1936-08-25,,Bobby,Harrop,"Harrop, Bobby"
Joe Hart,2006/07,1987-04-19,,Joe,Hart,"Hart, Joe"
Jimmy Harvey,1987/88,1958-05-02,,Jimmy,Harvey,"Harvey, Jimmy"
Jimmy Harvey,1988/89,1958-05-02,,Jimmy,Harvey,"Harvey, Jimmy"
Jimmy Harvey,1989/90,1958-05-02,,Jimmy,Harvey,"Harvey, Jimmy"
Jimmy Harvey,1990/91,1958-05-02,,Jimmy,Harvey,"Harvey, Jimmy"
Jimmy Harvey,1991/92,1958-05-02,,Jimmy,Harvey,"Harvey, Jimmy"
Tom Hateley,2013/14,1989-09-12,,Tom,Hateley,"Hateley, Tom"
Andrew Hawarden,1922/23,1895-06-30,,Andrew,Hawarden,"Hawarden, Andrew"
Andrew Hawarden,1923/24,1895-06-30,,Andrew,Hawarden,"Hawarden, Andrew"
Josh Hawkes,2021/22,1999-01-28,,Josh,Hawkes,"Hawkes, Josh"
Josh Hawkes,2022/23,1999-01-28,,Josh,Hawkes,"Hawkes, Josh"
Josh Hawkes,2023/24,1999-01-28,,Josh,Hawkes,"Hawkes, Josh"
Josh Hawkes,2024/25,1999-01-28,,Josh,Hawkes,"Hawkes, Josh"
Simon Haworth,2001/02,1977-03-30,,Simon,Haworth,"Haworth, Simon"
Simon Haworth,2002/03,1977-03-30,,Simon,Haworth,"Haworth, Simon"
Simon Haworth,2003/04,1977-03-30,,Simon,Haworth,"Haworth, Simon"
Simon Haworth,2004/05,1977-03-30,,Simon,Haworth,"Haworth, Simon"
Alan Hay,1986/87,1958-11-28,,Alan,Hay,"Hay, Alan"
Alex Hay,2001/02,1981-10-14,,Alex,Hay,"Hay, Alex"
Alex Hay,2002/03,1981-10-14,,Alex,Hay,"Hay, Alex"
Alex Hay,2003/04,1981-10-14,,Alex,Hay,"Hay, Alex"
Kyle Hayde,2019/20,2001-09-25,,Kyle,Hayde,"Hayde, Kyle"
Kyle Hayde,2020/21,2001-09-25,,Kyle,Hayde,"Hayde, Kyle"
Kyle Hayde,2021/22,2001-09-25,,Kyle,Hayde,"Hayde, Kyle"
Charlie Hayes,1921/22,1893-12-07,,Charlie,Hayes,"Hayes, Charlie"
Charlie Hayes,1922/23,1893-12-07,,Charlie,Hayes,"Hayes, Charlie"
Charlie Hayes,1923/24,1893-12-07,,Charlie,Hayes,"Hayes, Charlie"
Fred Hayes,1922/23,,Unknown,Fred,Hayes,"Hayes, Fred"
Fred Hayes,1923/24,,Unknown,Fred,Hayes,"Hayes, Fred"
John Hayes,1923/24,,Unknown,John,Hayes,"Hayes, John"
Reuben Hazell,1999/00,1979-04-24,,Reuben,Hazell,"Hazell, Reuben"
Reuben Hazell,2000/01,1979-04-24,,Reuben,Hazell,"Hazell, Reuben"
Reuben Hazell,2001/02,1979-04-24,,Reuben,Hazell,"Hazell, Reuben"
Stuart Heap,1984/85,1965-02-07,,Stuart,Heap,"Heap, Stuart"
John Heath,1961/62,1936-06-05,,John,Heath,"Heath, John"
John Heath,1962/63,1936-06-05,,John,Heath,"Heath, John"
John Heath,1963/64,1936-06-05,,John,Heath,"Heath, John"
Seamus Heath,1984/85,1961-12-06,,Seamus,Heath,"Heath, Seamus"
Kane Hemmings,2021/22,1991-04-08,,Kane,Hemmings,"Hemmings, Kane"
Kane Hemmings,2022/23,1991-04-08,,Kane,Hemmings,"Hemmings, Kane"
Kane Hemmings,2023/24,1991-04-08,,Kane,Hemmings,"Hemmings, Kane"
Regan Hendry,2022/23,1998-01-21,,Regan,Hendry,"Hendry, Regan"
Regan Hendry,2023/24,1998-01-21,,Regan,Hendry,"Hendry, Regan"
Regan Hendry,2024/25,1998-01-21,,Regan,Hendry,"Hendry, Regan"
Nick Henry,1999/00,1969-02-21,,Nick,Henry,"Henry, Nick"
Nick Henry,2000/01,1969-02-21,,Nick,Henry,"Henry, Nick"
Nick Henry,2001/02,1969-02-21,,Nick,Henry,"Henry, Nick"
Paul Henry,2007/08,1988-01-28,,Paul,Henry,"Henry, Paul"
Paul Henry,2008/09,1988-01-28,,Paul,Henry,"Henry, Paul"
Ernie Henshaw,1931/32,1910-11-28,,Ernie,Henshaw,"Henshaw, Ernie"
Rushian Hepburn-Murphy,2019/20,1998-08-28,,Rushian,Hepburn-Murphy,"Hepburn-Murphy, Rushian"
Tom Heslop,1921/22,,Unknown,Tom,Heslop,"Heslop, Tom"
Mateusz Hewelt,2022/23,1996-09-23,,Mateusz,Hewelt,"Hewelt, Mateusz"
Jackie Heydon,1956/57,1928-10-19,,Jackie,Heydon,"Heydon, Jackie"
Jackie Heydon,1957/58,1928-10-19,,Jackie,Heydon,"Heydon, Jackie"
Jackie Heydon,1958/59,1928-10-19,,Jackie,Heydon,"Heydon, Jackie"
Jackie Heydon,1959/60,1928-10-19,,Jackie,Heydon,"Heydon, Jackie"
Jackie Heydon,1960/61,1928-10-19,,Jackie,Heydon,"Heydon, Jackie"
Bert Heywood,1934/35,,Q3 1913,Bert,Heywood,"Heywood, Bert"
Dave Hickson,1962/63,1929-10-30,,Dave,Hickson,"Hickson, Dave"
Dave Hickson,1963/64,1929-10-30,,Dave,Hickson,"Hickson, Dave"
Michael Higdon,2015/16,1983-09-02,,Michael,Higdon,"Higdon, Michael"
Dave Higgins,1983/84,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1984/85,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1987/88,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1988/89,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1989/90,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1990/91,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1991/92,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1992/93,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1993/94,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1994/95,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1995/96,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Dave Higgins,1996/97,1961-08-19,,Dave,Higgins,"Higgins, Dave"
Mark Hilditch,1983/84,1960-08-20,,Mark,Hilditch,"Hilditch, Mark"
Mark Hilditch,1984/85,1960-08-20,,Mark,Hilditch,"Hilditch, Mark"
Mark Hilditch,1985/86,1960-08-20,,Mark,Hilditch,"Hilditch, Mark"
Alan Hill,1956/57,1933-07-01,,Alan,Hill,"Hill, Alan"
Clint Hill,1997/98,1978-10-19,,Clint,Hill,"Hill, Clint"
Clint Hill,1998/99,1978-10-19,,Clint,Hill,"Hill, Clint"
Clint Hill,1999/00,1978-10-19,,Clint,Hill,"Hill, Clint"
Clint Hill,2000/01,1978-10-19,,Clint,Hill,"Hill, Clint"
Clint Hill,2001/02,1978-10-19,,Clint,Hill,"Hill, Clint"
Mandy Hill,1964/65,1940-02-15,,Mandy,Hill,"Hill, Mandy"
Mandy Hill,1965/66,1940-02-15,,Mandy,Hill,"Hill, Mandy"
Mandy Hill,1966/67,1940-02-15,,Mandy,Hill,"Hill, Mandy"
Mandy Hill,1967/68,1940-02-15,,Mandy,Hill,"Hill, Mandy"
Matt Hill,2014/15,1981-03-26,,Matt,Hill,"Hill, Matt"
Matt Hill,2015/16,1981-03-26,,Matt,Hill,"Hill, Matt"
Reginald Hill,1932/33,,~1907,Reginald,Hill,"Hill, Reginald"
Harold Hilton,1921/22,1889-11-13,,Harold,Hilton,"Hilton, Harold"
Harold Hilton,1922/23,1889-11-13,,Harold,Hilton,"Hilton, Harold"
Harold Hilton,1923/24,1889-11-13,,Harold,Hilton,"Hilton, Harold"
Jimmy Hinch,1969/70,1947-11-08,,Jimmy,Hinch,"Hinch, Jimmy"
Jimmy Hinch,1970/71,1947-11-08,,Jimmy,Hinch,"Hinch, Jimmy"
Ben Hinchliffe,2006/07,1988-10-09,,Ben,Hinchliffe,"Hinchliffe, Ben"
Richard Hinds,1998/99,1980-08-22,,Richard,Hinds,"Hinds, Richard"
Richard Hinds,1999/00,1980-08-22,,Richard,Hinds,"Hinds, Richard"
Richard Hinds,2000/01,1980-08-22,,Richard,Hinds,"Hinds, Richard"
Richard Hinds,2001/02,1980-08-22,,Richard,Hinds,"Hinds, Richard"
Richard Hinds,2002/03,1980-08-22,,Richard,Hinds,"Hinds, Richard"
Ben Hockenhull,2022/23,2001-09-03,,Ben,Hockenhull,"Hockenhull, Ben"
Ben Hockenhull,2023/24,2001-09-03,,Ben,Hockenhull,"Hockenhull, Ben"
Laurie Hodgson,1946/47,1917-01-19,,Laurie,Hodgson,"Hodgson, Laurie"
Laurie Hodgson,1947/48,1917-01-19,,Laurie,Hodgson,"Hodgson, Laurie"
Laurie Hodgson,1948/49,1917-01-19,,Laurie,Hodgson,"Hodgson, Laurie"
Laurie Hodgson,1949/50,1917-01-19,,Laurie,Hodgson,"Hodgson, Laurie"
Laurie Hodgson,1950/51,1917-01-19,,Laurie,Hodgson,"Hodgson, Laurie"
Liam Hogan,2015/16,1989-02-08,,Liam,Hogan,"Hogan, Liam"
Alan Holder,1956/57,1931-12-10,,Alan,Holder,"Holder, Alan"
Mike Hollifield,1985/86,1961-05-02,,Mike,Hollifield,"Hollifield, Mike"
Danny Holmes,2008/09,1989-01-06,,Danny,Holmes,"Holmes, Danny"
Danny Holmes,2011/12,1989-01-06,,Danny,Holmes,"Holmes, Danny"
Danny Holmes,2012/13,1989-01-06,,Danny,Holmes,"Holmes, Danny"
Danny Holmes,2013/14,1989-01-06,,Danny,Holmes,"Holmes, Danny"
